199428,2,0
427621,2,2
221457,3,2
386521,1,1
122790,3,2
379583,3,3
340607,0,0
251111,2,0
599731,0,0
250519,0,0
596914,2,2
159551,1,1
689251,0,0
426293,0,0
135072,0,0
68575,0,0
500246,2,0
666751,3,0
136811,2,2
164275,2,0
414586,2,0
362499,3,2
233271,0,2
541784,0,0
167587,3,2
183549,0,0
548156,0,0
418004,0,0
673561,3,3
485130,0,0
299259,0,0
256356,3,3
343600,0,0
281036,3,0
536144,2,0
96704,2,0
132239,1,2
313842,0,0
347188,2,0
424302,0,0
158204,0,0
206728,0,0
675894,0,0
218751,2,2
22503,2,0
679685,0,0
558029,1,1
72638,1,0
337078,0,0
633638,2,0
30895,2,0
386226,2,0
504745,0,0
307371,2,0
455843,1,0
382998,0,0
102170,0,0
294287,0,0
343946,0,0
686732,2,2
412722,3,3
63436,0,0
26223,3,0
69715,0,0
243573,0,0
71663,3,2
459127,1,0
370367,3,0
212876,3,2
566925,2,0
146739,2,0
458235,2,0
328105,0,0
565349,2,0
269733,3,2
61643,2,0
443922,2,0
478273,3,2
197731,2,0
404622,2,2
244983,3,3
265707,2,2
288962,2,0
41013,3,0
460449,3,2
470131,0,0
277013,0,0
657441,3,0
616534,0,0
512542,0,1
374749,3,3
302658,2,0
384135,1,1
651588,2,0
390199,3,2
275428,3,0
610760,0,0
561085,2,0
671968,0,0
486035,2,0
