199428,2,1
427621,2,2
221457,3,3
386521,1,3
122790,3,0
379583,3,2
340607,0,2
251111,2,2
599731,0,0
250519,0,2
596914,2,2
159551,1,2
689251,0,1
426293,0,0
135072,0,1
68575,0,0
500246,2,1
666751,3,3
136811,2,3
164275,2,0
414586,2,0
362499,3,2
233271,0,2
541784,0,3
167587,3,0
183549,0,0
548156,0,3
418004,0,0
673561,3,0
485130,0,1
299259,0,3
256356,3,2
343600,0,1
281036,3,3
536144,2,3
96704,2,2
132239,1,2
313842,0,3
347188,2,2
424302,0,2
158204,0,0
206728,0,3
675894,0,2
218751,2,0
22503,2,2
679685,0,1
558029,1,2
72638,1,1
337078,0,2
633638,2,3
30895,2,1
386226,2,2
504745,0,3
307371,2,0
455843,1,1
382998,0,3
102170,0,1
294287,0,0
343946,0,0
686732,2,2
412722,3,3
63436,0,3
26223,3,0
69715,0,2
243573,0,2
71663,3,0
459127,1,2
370367,3,3
212876,3,1
566925,2,3
146739,2,2
458235,2,3
328105,0,3
565349,2,2
269733,3,2
61643,2,3
443922,2,2
478273,3,1
197731,2,0
404622,2,1
244983,3,0
265707,2,3
288962,2,1
41013,3,0
460449,3,2
470131,0,2
277013,0,3
657441,3,1
616534,0,0
512542,0,3
374749,3,0
302658,2,2
384135,1,1
651588,2,3
390199,3,1
275428,3,2
610760,0,0
561085,2,1
671968,0,3
486035,2,2
