599001,POSITIVE
599002,NEUTRAL
599003,NEUTRAL
599004,NEUTRAL
599005,NEUTRAL
599006,NEUTRAL
599007,NEUTRAL
599008,NEUTRAL
599009,BAD_CONTEXT
599010,NEUTRAL
599011,NEUTRAL
599012,NEUTRAL
599013,BAD_CONTEXT
599014,NEUTRAL
599015,POSITIVE
599016,NEUTRAL
599017,NEUTRAL
599018,NEUTRAL
599019,NEUTRAL
599020,NEUTRAL
599021,NEUTRAL
599022,BAD_CONTEXT
599023,NEUTRAL
599024,NEUTRAL
599025,NEUTRAL
599026,BAD_CONTEXT
599027,NEUTRAL
599028,NEUTRAL
599029,NEUTRAL
599030,NEUTRAL
599031,NEUTRAL
599032,NEUTRAL
599033,POSITIVE
599034,NEUTRAL
599035,NEUTRAL
599036,POSITIVE
599037,NEUTRAL
599038,NEUTRAL
599039,NEGATIVE
599040,NEUTRAL
599041,NEUTRAL
599042,BAD_CONTEXT
599043,NEUTRAL
599044,NEUTRAL
599045,NEUTRAL
599046,NEUTRAL
599047,NEUTRAL
599048,NEGATIVE
599049,NEUTRAL
599050,NEUTRAL
599051,NEUTRAL
599052,BAD_CONTEXT
599053,NEUTRAL
599054,NEUTRAL
599055,NEUTRAL
599056,BAD_CONTEXT
599057,NEUTRAL
599058,NEUTRAL
599059,NEUTRAL
599060,BAD_CONTEXT
599061,BAD_CONTEXT
599062,BAD_CONTEXT
599063,POSITIVE
599064,NEUTRAL
599065,BAD_CONTEXT
599066,NEUTRAL
599067,BAD_CONTEXT
599068,NEUTRAL
599069,NEUTRAL
599070,NEUTRAL
599071,BAD_CONTEXT
599072,BAD_CONTEXT
599073,NEUTRAL
599074,NEUTRAL
599075,NEUTRAL
599076,NEUTRAL
599077,BAD_CONTEXT
599078,NEUTRAL
599079,NEUTRAL
599080,NEUTRAL
599081,NEUTRAL
599082,POSITIVE
599083,NEUTRAL
599084,NEUTRAL
599085,NEUTRAL
599086,NEUTRAL
599087,NEUTRAL
599088,NEUTRAL
599089,NEUTRAL
599090,NEUTRAL
599091,NEUTRAL
599092,NEUTRAL
599093,NEUTRAL
599094,NEUTRAL
599095,NEUTRAL
599096,NEUTRAL
599097,POSITIVE
599098,NEUTRAL
599099,NEUTRAL
599100,NEUTRAL
599101,NEUTRAL
599102,POSITIVE
599103,POSITIVE
599104,NEUTRAL
599105,NEUTRAL
599106,NEUTRAL
599107,NEUTRAL
599108,POSITIVE
599109,NEUTRAL
599110,NEUTRAL
599111,NEUTRAL
599112,NEUTRAL
599113,NEUTRAL
599114,NEUTRAL
599115,BAD_CONTEXT
599116,BAD_CONTEXT
599117,POSITIVE
599118,BAD_CONTEXT
599119,BAD_CONTEXT
599120,BAD_CONTEXT
599121,BAD_CONTEXT
599122,POSITIVE
599123,BAD_CONTEXT
599124,NEUTRAL
599125,BAD_CONTEXT
599126,BAD_CONTEXT
599127,BAD_CONTEXT
599128,NEUTRAL
599129,NEUTRAL
599130,BAD_CONTEXT
599131,BAD_CONTEXT
599132,BAD_CONTEXT
599133,BAD_CONTEXT
599134,BAD_CONTEXT
599135,BAD_CONTEXT
599136,BAD_CONTEXT
599137,BAD_CONTEXT
599138,BAD_CONTEXT
599139,BAD_CONTEXT
599140,BAD_CONTEXT
599141,BAD_CONTEXT
599142,BAD_CONTEXT
599143,BAD_CONTEXT
599144,BAD_CONTEXT
599145,NEUTRAL
599146,NEUTRAL
599147,NEUTRAL
599148,POSITIVE
599149,NEUTRAL
599150,NEUTRAL
599151,BAD_CONTEXT
599152,POSITIVE
599153,NEUTRAL
599154,BAD_CONTEXT
599155,NEUTRAL
599156,POSITIVE
599157,NEUTRAL
599158,POSITIVE
599159,NEUTRAL
599160,NEUTRAL
599161,BAD_CONTEXT
599162,NEUTRAL
599163,NEUTRAL
599164,BAD_CONTEXT
599165,NEUTRAL
599166,NEUTRAL
599167,NEUTRAL
599168,POSITIVE
599169,BAD_CONTEXT
599170,NEUTRAL
599171,BAD_CONTEXT
599172,NEUTRAL
599173,NEGATIVE
599174,POSITIVE
599175,NEUTRAL
599176,NEUTRAL
599177,NEGATIVE
599178,BAD_CONTEXT
599179,NEUTRAL
599180,NEUTRAL
599181,BAD_CONTEXT
599182,NEUTRAL
599183,NEUTRAL
599184,NEUTRAL
599185,BAD_CONTEXT
599186,NEUTRAL
599187,BAD_CONTEXT
599188,NEUTRAL
599189,NEGATIVE
599190,POSITIVE
599191,NEUTRAL
599192,NEUTRAL
599193,NEGATIVE
599194,BAD_CONTEXT
599195,NEUTRAL
599196,NEUTRAL
599197,NEUTRAL
599198,NEUTRAL
599199,POSITIVE
599200,NEUTRAL
599201,NEUTRAL
599202,NEUTRAL
599203,NEUTRAL
599204,NEUTRAL
599205,POSITIVE
599206,BAD_CONTEXT
599207,NEUTRAL
599208,NEUTRAL
599209,NEUTRAL
599210,NEUTRAL
599211,POSITIVE
599212,NEUTRAL
599213,NEUTRAL
599214,NEUTRAL
599215,NEUTRAL
599216,NEUTRAL
599217,POSITIVE
599218,NEUTRAL
599219,NEUTRAL
599220,NEUTRAL
599221,POSITIVE
599222,POSITIVE
599223,BAD_CONTEXT
599224,NEUTRAL
599225,NEUTRAL
599226,NEUTRAL
599227,NEUTRAL
599228,POSITIVE
599229,NEUTRAL
599230,NEUTRAL
599231,NEUTRAL
599232,NEUTRAL
599233,BAD_CONTEXT
599234,NEUTRAL
599235,NEUTRAL
599236,BAD_CONTEXT
599237,NEUTRAL
599238,NEUTRAL
599239,NEUTRAL
599240,NEUTRAL
599241,BAD_CONTEXT
599242,NEUTRAL
599243,NEUTRAL
599244,NEUTRAL
599245,NEUTRAL
599246,POSITIVE
599247,NEUTRAL
599248,NEUTRAL
599249,NEUTRAL
599250,NEUTRAL
599251,NEUTRAL
599252,NEUTRAL
599253,POSITIVE
599254,POSITIVE
599255,NEUTRAL
599256,POSITIVE
599257,NEUTRAL
599258,NEUTRAL
599259,NEUTRAL
599260,NEUTRAL
599261,BAD_CONTEXT
599262,NEUTRAL
599263,NEUTRAL
599264,NEUTRAL
599265,NEUTRAL
599266,POSITIVE
599267,NEUTRAL
599268,NEUTRAL
599269,NEUTRAL
599270,NEUTRAL
599271,BAD_CONTEXT
599272,NEUTRAL
599273,NEUTRAL
599274,NEUTRAL
599275,BAD_CONTEXT
599276,NEUTRAL
599277,NEUTRAL
599278,NEUTRAL
599279,NEUTRAL
599280,POSITIVE
599281,NEUTRAL
599282,NEUTRAL
599283,NEUTRAL
599284,NEUTRAL
599285,NEUTRAL
599286,BAD_CONTEXT
599287,NEUTRAL
599288,BAD_CONTEXT
599289,NEUTRAL
599290,NEUTRAL
599291,NEUTRAL
599292,NEUTRAL
599293,POSITIVE
599294,NEUTRAL
599295,NEUTRAL
599296,NEUTRAL
599297,NEUTRAL
599298,NEUTRAL
599299,POSITIVE
599300,NEUTRAL
599301,NEUTRAL
599302,NEUTRAL
599303,NEUTRAL
599304,BAD_CONTEXT
599305,NEUTRAL
599306,NEUTRAL
599307,NEUTRAL
599308,BAD_CONTEXT
599309,NEUTRAL
599310,BAD_CONTEXT
599311,NEUTRAL
599312,NEUTRAL
599313,NEUTRAL
599314,NEUTRAL
599315,POSITIVE
599316,NEUTRAL
599317,NEUTRAL
599318,NEUTRAL
599319,NEUTRAL
599320,NEUTRAL
599321,BAD_CONTEXT
599322,NEUTRAL
599323,BAD_CONTEXT
599324,NEUTRAL
599325,NEGATIVE
599326,POSITIVE
599327,NEUTRAL
599328,NEUTRAL
599329,NEGATIVE
599330,BAD_CONTEXT
599331,NEUTRAL
599332,NEUTRAL
599333,NEUTRAL
599334,NEUTRAL
599335,POSITIVE
599336,NEUTRAL
599337,NEUTRAL
599338,NEUTRAL
599339,NEUTRAL
599340,NEUTRAL
599341,NEUTRAL
599342,NEUTRAL
599343,NEUTRAL
599344,BAD_CONTEXT
599345,NEUTRAL
599346,BAD_CONTEXT
599347,NEUTRAL
599348,NEGATIVE
599349,POSITIVE
599350,NEUTRAL
599351,NEUTRAL
599352,NEGATIVE
599353,NEUTRAL
599354,NEUTRAL
599355,NEUTRAL
599356,NEUTRAL
599357,BAD_CONTEXT
599358,NEUTRAL
599359,BAD_CONTEXT
599360,NEUTRAL
599361,NEGATIVE
599362,POSITIVE
599363,NEUTRAL
