199428,2,2
427621,2,1
221457,3,1
386521,1,1
122790,3,2
379583,3,2
340607,0,0
251111,2,2
599731,0,3
250519,0,0
596914,2,2
159551,1,2
689251,0,2
426293,0,2
135072,0,0
68575,0,3
500246,2,0
666751,3,2
136811,2,2
164275,2,0
414586,2,3
362499,3,2
233271,0,2
541784,0,0
167587,3,2
183549,0,2
548156,0,2
418004,0,3
673561,3,2
485130,0,2
299259,0,2
256356,3,0
343600,0,2
281036,3,0
536144,2,2
96704,2,2
132239,1,1
313842,0,2
347188,2,3
424302,0,1
158204,0,2
206728,0,2
675894,0,2
218751,2,2
22503,2,2
679685,0,2
558029,1,1
72638,1,2
337078,0,2
633638,2,3
30895,2,2
386226,2,2
504745,0,0
307371,2,2
455843,1,0
382998,0,0
102170,0,2
294287,0,0
343946,0,2
686732,2,2
412722,3,3
63436,0,0
26223,3,1
69715,0,2
243573,0,0
71663,3,1
459127,1,1
370367,3,1
212876,3,2
566925,2,0
146739,2,2
458235,2,2
328105,0,2
565349,2,2
269733,3,1
61643,2,2
443922,2,2
478273,3,2
197731,2,0
404622,2,2
244983,3,3
265707,2,2
288962,2,3
41013,3,2
460449,3,0
470131,0,0
277013,0,2
657441,3,2
616534,0,2
512542,0,1
374749,3,2
302658,2,2
384135,1,1
651588,2,0
390199,3,3
275428,3,3
610760,0,2
561085,2,2
671968,0,2
486035,2,2
