3348,NEUTRAL_OR_UNKNOWN
3349,CRITICIZING
3350,BASIS
3351,CRITICIZING
3352,USE
3353,CRITICIZING
3354,CRITICIZING
3355,CRITICIZING
3356,CRITICIZING
3357,CRITICIZING
3358,CRITICIZING
3359,CRITICIZING
3360,NEUTRAL_OR_UNKNOWN
3361,NEUTRAL_OR_UNKNOWN
3362,CRITICIZING
3363,NEUTRAL_OR_UNKNOWN
3364,CRITICIZING
3365,NEUTRAL_OR_UNKNOWN
3366,NEUTRAL_OR_UNKNOWN
3367,CRITICIZING
3368,CRITICIZING
3369,CRITICIZING
3370,BASIS
3371,CRITICIZING
3372,CRITICIZING
3373,COMPARISON
3374,NEUTRAL_OR_UNKNOWN
3375,CRITICIZING
3376,COMPARISON
3377,CRITICIZING
3378,CRITICIZING
3379,CRITICIZING
3380,CRITICIZING
3381,CRITICIZING
3382,CRITICIZING
3383,CRITICIZING
3384,NEUTRAL_OR_UNKNOWN
3385,NEUTRAL_OR_UNKNOWN
3386,CRITICIZING
3387,NEUTRAL_OR_UNKNOWN
3388,NEUTRAL_OR_UNKNOWN
3389,CRITICIZING
3390,CRITICIZING
3391,CRITICIZING
3392,CRITICIZING
3393,CRITICIZING
3394,CRITICIZING
3395,CRITICIZING
3396,CRITICIZING
3397,CRITICIZING
3398,NEUTRAL_OR_UNKNOWN
3399,SUBSTANTIATING
3400,CRITICIZING
3401,SUBSTANTIATING
3402,CRITICIZING
3403,CRITICIZING
3404,NEUTRAL_OR_UNKNOWN
3405,BASIS
3406,CRITICIZING
3407,CRITICIZING
3408,NEUTRAL_OR_UNKNOWN
3409,USE
3410,CRITICIZING
3411,CRITICIZING
3412,CRITICIZING
3413,CRITICIZING
3414,CRITICIZING
3415,CRITICIZING
3416,CRITICIZING
3417,NEUTRAL_OR_UNKNOWN
3418,CRITICIZING
3419,CRITICIZING
3420,CRITICIZING
3421,NEUTRAL_OR_UNKNOWN
3422,COMPARISON
3423,CRITICIZING
3424,CRITICIZING
3425,CRITICIZING
3426,CRITICIZING
3427,CRITICIZING
3428,CRITICIZING
3429,CRITICIZING
3430,CRITICIZING
3431,CRITICIZING
3432,BASIS
3433,CRITICIZING
3434,NEUTRAL_OR_UNKNOWN
3435,NEUTRAL_OR_UNKNOWN
3436,CRITICIZING
3437,CRITICIZING
3438,CRITICIZING
3439,CRITICIZING
3440,USE
3441,CRITICIZING
3442,CRITICIZING
3443,CRITICIZING
3444,CRITICIZING
3445,CRITICIZING
3446,CRITICIZING
3447,CRITICIZING
3448,CRITICIZING
3449,CRITICIZING
3450,CRITICIZING
3451,CRITICIZING
3452,NEUTRAL_OR_UNKNOWN
3453,CRITICIZING
3454,CRITICIZING
3455,NEUTRAL_OR_UNKNOWN
3456,CRITICIZING
3457,CRITICIZING
3458,NEUTRAL_OR_UNKNOWN
3459,CRITICIZING
3460,CRITICIZING
3461,CRITICIZING
3462,CRITICIZING
3463,CRITICIZING
3464,CRITICIZING
3465,CRITICIZING
3466,CRITICIZING
3467,CRITICIZING
3468,CRITICIZING
3469,NEUTRAL_OR_UNKNOWN
3470,CRITICIZING
3471,CRITICIZING
3472,CRITICIZING
3473,CRITICIZING
3474,CRITICIZING
3475,SUBSTANTIATING
3476,CRITICIZING
3477,CRITICIZING
3478,NEUTRAL_OR_UNKNOWN
3479,CRITICIZING
3480,SUBSTANTIATING
3481,SUBSTANTIATING
3482,CRITICIZING
3483,CRITICIZING
3484,NEUTRAL_OR_UNKNOWN
3485,CRITICIZING
3486,CRITICIZING
3487,CRITICIZING
3488,CRITICIZING
3489,NEUTRAL_OR_UNKNOWN
3490,SUBSTANTIATING
3491,NEUTRAL_OR_UNKNOWN
3492,USE
3493,CRITICIZING
3494,CRITICIZING
3495,CRITICIZING
3496,CRITICIZING
3497,CRITICIZING
3498,NEUTRAL_OR_UNKNOWN
3499,CRITICIZING
3500,CRITICIZING
3501,CRITICIZING
3502,CRITICIZING
3503,CRITICIZING
3504,NEUTRAL_OR_UNKNOWN
3505,CRITICIZING
3506,CRITICIZING
3507,CRITICIZING
3508,NEUTRAL_OR_UNKNOWN
3509,CRITICIZING
3510,CRITICIZING
3511,NEUTRAL_OR_UNKNOWN
3512,NEUTRAL_OR_UNKNOWN
3513,CRITICIZING
3514,CRITICIZING
3515,CRITICIZING
3516,CRITICIZING
3517,NEUTRAL_OR_UNKNOWN
3518,CRITICIZING
3519,CRITICIZING
3520,CRITICIZING
3521,CRITICIZING
3522,NEUTRAL_OR_UNKNOWN
3523,CRITICIZING
3524,USE
3525,CRITICIZING
3526,CRITICIZING
3527,CRITICIZING
3528,CRITICIZING
3529,CRITICIZING
3530,CRITICIZING
3531,CRITICIZING
3532,CRITICIZING
3533,COMPARISON
3534,CRITICIZING
3535,CRITICIZING
3536,CRITICIZING
3537,CRITICIZING
3538,CRITICIZING
3539,CRITICIZING
3540,USE
3541,CRITICIZING
3542,NEUTRAL_OR_UNKNOWN
3543,CRITICIZING
3544,CRITICIZING
3545,CRITICIZING
3546,CRITICIZING
3547,CRITICIZING
3548,CRITICIZING
3549,CRITICIZING
3550,CRITICIZING
3551,NEUTRAL_OR_UNKNOWN
3552,CRITICIZING
3553,NEUTRAL_OR_UNKNOWN
3554,CRITICIZING
3555,NEUTRAL_OR_UNKNOWN
