199428,2,2
427621,2,3
221457,3,3
386521,1,1
122790,3,3
379583,3,3
340607,0,0
251111,2,2
599731,0,0
250519,0,0
596914,2,3
159551,1,3
689251,0,2
426293,0,3
135072,0,2
68575,0,1
500246,2,2
666751,3,2
136811,2,3
164275,2,0
414586,2,2
362499,3,3
233271,0,0
541784,0,0
167587,3,0
183549,0,2
548156,0,0
418004,0,0
673561,3,3
485130,0,2
299259,0,2
256356,3,0
343600,0,2
281036,3,3
536144,2,2
96704,2,0
132239,1,3
313842,0,0
347188,2,2
424302,0,3
158204,0,0
206728,0,2
675894,0,0
218751,2,2
22503,2,0
679685,0,0
558029,1,1
72638,1,3
337078,0,2
633638,2,0
30895,2,2
386226,2,2
504745,0,0
307371,2,2
455843,1,2
382998,0,0
102170,0,2
294287,0,0
343946,0,2
686732,2,2
412722,3,0
63436,0,0
26223,3,0
69715,0,0
243573,0,0
71663,3,3
459127,1,2
370367,3,2
212876,3,2
566925,2,0
146739,2,0
458235,2,3
328105,0,2
565349,2,0
269733,3,3
61643,2,2
443922,2,3
478273,3,2
197731,2,2
404622,2,2
244983,3,3
265707,2,2
288962,2,2
41013,3,2
460449,3,0
470131,0,3
277013,0,2
657441,3,0
616534,0,0
512542,0,1
374749,3,3
302658,2,2
384135,1,1
651588,2,0
390199,3,3
275428,3,2
610760,0,0
561085,2,0
671968,0,2
486035,2,2
